person_name,title,first_name,middle_name,last_name,primary_role,all_roles,church_count,churches,church_names,city_count,cities,states,pdf_count,bulletin_count_with_date,earliest_bulletin,latest_bulletin,active_2026,active_2025,active_2024,years_active,confidence
Abe Madonna,Fr.,Abe,,Madonna,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2025-01-20,2025-01-20,False,True,False,2025,high
Abe Marie,Fr.,Abe,,Marie,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2025-02-01,2025-02-01,False,True,False,2025,high
Abe Mark,Fr.,Abe,,Mark,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2024-10-20,2024-10-20,False,False,True,2024,high
Abe Mary,Fr.,Abe,,Mary,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2025-11-11,2025-11-11,False,True,False,2025,high
Abe Michael,Fr.,Abe,,Michael,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2025-05-20,2025-05-20,False,True,False,2025,high
Abe Msgr,Fr.,Abe,,Msgr,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2024-04-20,2024-04-20,False,False,True,2024,high
Abe Nancy,Fr.,Abe,,Nancy,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2025-02-01,2025-02-01,False,True,False,2025,high
Abe Noah,Fr.,Abe,,Noah,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2024-05-01,2024-05-01,False,False,True,2024,high
Abe Odie,Fr.,Abe,,Odie,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2024-04-20,2024-04-20,False,False,True,2024,high
Abe Patricia,Fr.,Abe,,Patricia,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2024-09-20,2024-09-20,False,False,True,2024,high
Abe Peace,Fr.,Abe,,Peace,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2024-09-20,2024-09-20,False,False,True,2024,high
Abe Peter,Fr.,Abe,,Peter,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2024-08-20,2024-08-20,False,False,True,2024,high
Abe Prieto,Fr.,Abe,,Prieto,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2025-01-20,2025-01-20,False,True,False,2025,high
Abe Rey,Fr.,Abe,,Rey,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2025-05-20,2025-05-20,False,True,False,2025,high
Abe Richard,Fr.,Abe,,Richard,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2025-05-20,2025-05-20,False,True,False,2025,high
Abe Robert,Fr.,Abe,,Robert,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2025-06-20,2025-06-20,False,True,False,2025,high
Abe Sadie,Fr.,Abe,,Sadie,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2024-03-20,2024-03-20,False,False,True,2024,high
Abe Sanders,Fr.,Abe,,Sanders,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2025-11-11,2025-11-11,False,True,False,2025,high
Abe Sebastian,Fr.,Abe,,Sebastian,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2024-07-20,2024-07-20,False,False,True,2024,high
Abe Severo,Fr.,Abe,,Severo,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2025-11-11,2025-11-11,False,True,False,2025,high
Abe Stella,Fr.,Abe,,Stella,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2024-06-20,2024-06-20,False,False,True,2024,high
Abe Stephen,Fr.,Abe,,Stephen,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2024-09-20,2024-09-20,False,False,True,2024,high
Abe Steven,Fr.,Abe,,Steven,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2024-10-20,2024-10-20,False,False,True,2024,high
Abe Susan,Fr.,Abe,,Susan,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2024-09-20,2024-09-20,False,False,True,2024,high
Abe Susie,Fr.,Abe,,Susie,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2025-06-20,2025-06-20,False,True,False,2025,high
Abe Vie,Fr.,Abe,,Vie,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2025-09-20,2025-09-20,False,True,False,2025,high
Abe View,Fr.,Abe,,View,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2025-07-20,2025-07-20,False,True,False,2025,high
Abe Virginia,Fr.,Abe,,Virginia,Priest,Priest,1,us-tx-san-antonio-our-lady-of-grace-7150f997,Our Lady of Grace,1,San Antonio,texas,1,1,2024-04-20,2024-04-20,False,False,True,2024,high
Abel Barajas,Rev.,Abel,,Barajas,Priest,Priest,3,us-ca-escondido-st-mary-f848a70c; us-ca-san-diego-st-columba-68b1dd39; us-ca-vista-st-francis-of-assisi-9cd7a02a,St. Columba; St. Francis of Assisi; St. Mary,3,Escondido; San Diego; Vista,california,3,3,2023-10-22,2026-01-11,True,False,True,2023; 2024; 2026,high
Abel Caillouet,Fr.,Abel,,Caillouet,Priest,Priest,1,us-la-theriot-st-eloi-101e478b,St. Eloi,1,Theriot,louisiana,1,1,2022-07-24,2022-07-24,False,False,False,2022,high
Abel Fernandez,Deacon,Abel,,Fernandez,Deacon,Deacon,1,us-tx-san-angelo-st-joseph-9800ab04,St. Joseph,1,San Angelo,texas,1,0,,,False,False,False,,high
Abel Guerrero,Rev.,Abel,,Guerrero,Priest,Priest,1,us-ga-lilburn-our-lady-of-the-americas-c69cfef7,Our Lady of the Americas,1,Lilburn,georgia,1,0,,,False,False,False,,high
Abel Loera,Father,Abel,,Loera,Priest,Priest,1,us-ca-selma-st-joseph-51594d6a,St. Joseph,1,Selma,california,1,1,2026-02-15,2026-02-15,True,False,False,2026,high
Abel Luviano,Dcn.; Deacon,Abel,,Luviano,Deacon,Deacon,2,us-il-elmhurst-mary-queen-of-heaven-dd003fba; us-il-villa-park-st-alexander-6569291e,Mary Queen of Heaven; St. Alexander,2,Elmhurst; Villa Park,illinois,2,1,2025-11-01,2025-11-01,False,True,False,2025,high
Abel Maga,Deacon,Abel,,Maga,Deacon,Deacon,2,us-wa-bellevue-sacred-heart-72f20a95; us-wa-bothell-st-brendan-24f54bf4,Sacred Heart; St. Brendan,2,Bellevue; Bothell,washington,2,1,2025-07-20,2025-07-20,False,True,False,2025,high
Abel Magana,Deacon,Abel,,Magana,Deacon,Deacon,1,us-wa-duvall-holy-innocents-4364db6d,Holy Innocents,1,Duvall,washington,1,0,,,False,False,False,,high
Abel Mejia,Deacon,Abel,,Mejia,Deacon,Deacon,1,us-ca-carmichael-our-lady-of-the-assumption-a77e5ce5,Our Lady of Assumption,1,Carmichael,california,1,0,,,False,False,False,,high
Abel Reynoso,Sr.,Abel,,Reynoso,Sister,Sister,1,us-ca-claremont-our-lady-of-the-assumption-e17464c1,Our Lady of the Assumption,1,Claremont,california,1,1,2018-06-19,2018-06-19,False,False,False,2018,high
Abel Ruiz,Fr.,Abel,,Ruiz,Priest,Priest,2,us-tx-san-antonio-st-gregory-the-great-722f256d; us-tx-san-antonio-st-gregory-the-great-catholic-church-47032314,St. Gregory the Great; St. Gregory the Great Catholic Church,1,San Antonio,texas,2,1,2024-08-04,2024-08-04,False,False,True,2024,high
Abelardo Cameron,Rev.,Abelardo,,Cameron,Priest,Priest,1,us-la-scott-sts-peter-paul-e9e21dc8,Sts. Peter and Paul,1,Scott,louisiana,1,0,,,False,False,False,,high
Abelardo Gabriel,Fr.; Rev.,Abelardo,,Gabriel,Priest,Priest,7,us-la-lafayette-st-edmond-265c6f84; us-la-lakeland-immaculate-conception-9d861cbf; us-la-leonville-st-leo-the-great-906d1eb2; us-la-loreauville-st-joseph-06b7c1fa; us-la-metairie-st-philip-neri-6f861e94; us-la-mire-assumption-of-the-blessed-virgin-mary-4e3b81b4; us-la-opelousas-st-landry-d2290e0b,Assumption of the Blessed Virgin Mary; Immaculate Conception; St. Edmond; St. Joseph; St. Landry; St. Leo the Great; St. Philip Neri,7,Lafayette; Lakeland; Leonville; Loreauville; Metairie; Mire; Opelousas,louisiana,7,3,2024-06-23,2026-01-11,True,False,True,2024; 2026,high
Abelardo Seth,Rev.,Abelardo,,Seth,Priest,Priest,1,us-la-scott-sts-peter-paul-e9e21dc8,Sts. Peter and Paul,1,Scott,louisiana,1,0,,,False,False,False,,high
Abelino Cordero,Deacon,Abelino,,Cordero,Deacon,Deacon,1,us-tx-lufkin-st-patrick-29240a72,St. Patrick,1,Lufkin,texas,1,1,2026-02-02,2026-02-02,True,False,False,2026,high
Abigail Alcorta,,Abigail,,Alcorta,Deacon,Deacon,1,us-tx-san-antonio-st-vincent-de-paul-27a25123,St. Vincent de Paul,1,San Antonio,texas,1,1,2021-02-14,2021-02-14,False,False,False,2021,high
Abigail Campbell,Bishop,Abigail,,Campbell,Bishop,Bishop,1,us-ny-copiague-our-lady-of-the-assumption-eacb8a06,Our Lady of the Assumption,1,Copiague,new_york,1,1,2025-01-01,2025-01-01,False,True,False,2025,high
Abigail Marie,Sr.,Abigail,,Marie,Sister,Sister,1,us-ne-crete-sacred-heart-d8e3ddaa,Sacred Heart,1,Crete,nebraska,1,1,2024-01-20,2024-01-20,False,False,True,2024,high
Abigail Martinez,Rev.,Abigail,,Martinez,Priest,Priest,1,us-ca-san-francisco-st-elizabeth-d10f170f,St. Elizabeth,1,San Francisco,california,1,1,2023-05-14,2023-05-14,False,False,False,2023,high
Abigail Massari,Sr.,Abigail,,Massari,Sister,Sister,1,us-pa-philadelphia-st-cecilia-6d7cb77f,St. Cecilia,1,Philadelphia,pennsylvania,1,1,2025-01-26,2025-01-26,False,True,False,2025,high
Abin Panicker,Reverend,Abin,,Panicker,Priest,Priest,1,us-ny-center-moriches-st-john-the-evangelist-ddcc13dc,St. John the Evangelist,1,Center Moriches,new_york,1,0,,,False,False,False,,high
Abner Cotto,Rev.,Abner,,Cotto,Priest,Priest,1,us-ct-new-haven-yale-university-st-thomas-more-chapel-d323cf2c,Yale University - St. Thomas More Chapel,1,New Haven,connecticut,1,0,,,False,False,False,,high
Abraham Addam,Rev.,Abraham,,Addam,Priest,Priest,1,us-ca-oakland-st-theresa-of-the-infant-jesus-16027a2c,St. Theresa of the Infant Jesus,1,Oakland,california,1,1,2025-01-26,2025-01-26,False,True,False,2025,high
Abraham Antonio,Sr.,Abraham,,Antonio,Sister,Sister,2,us-il-chicago-queen-of-peace-parish-our-lady-mother-of-the-church-4ecff700; us-il-chicago-queen-of-peace-parish-st-eugene-cd88f6ec,Our Lady Mother of the Church; St. Eugene,1,Chicago,illinois,2,1,2024-11-17,2024-11-17,False,False,True,2024,high
Abraham Asil,Rev.,Abraham,,Asil,Priest,Priest,1,us-ca-vacaville-st-joseph-0dd4a4b9,St. Joseph,1,Vacaville,california,1,1,2025-03-02,2025-03-02,False,True,False,2025,high
Abraham Avila,Fr.,Abraham,,Avila,Priest,Priest,1,us-id-rupert-saint-nicholas-6c85d6c4,St. Nicholas,1,Rupert,idaho,1,0,,,False,False,False,,high
Abraham Chiu,Fr.,Abraham,,Chiu,Priest,Priest,1,us-ca-sacramento-cathedral-of-the-blessed-sacrament-d3886dc7,Cathedral of the Blessed Sacrament,1,Sacramento,california,1,0,,,False,False,False,,high
Abraham Dana,Fr.,Abraham,,Dana,Priest,Priest,1,us-tn-dickson-st-christopher-03dae1d9,St. Christopher,1,Dickson,tennessee,1,0,,,False,False,False,,high
Abraham Ellie,Father,Abraham,,Ellie,Priest,Priest,1,us-tn-dickson-st-christopher-03dae1d9,St. Christopher,1,Dickson,tennessee,1,0,,,False,False,False,,high
Abraham Forty,Father,Abraham,,Forty,Priest,Priest,2,us-nj-north-bergen-st-joseph-of-the-palisades-parish-immaculate-heart-of-mary-chapel-900174ee; us-nj-west-new-york-st-joseph-of-the-palisades-59995be1,Chapel of the Immaculate Heart of Mary; St. Joseph of the Palisades,2,North Bergen; West New York,new_jersey,2,1,2025-03-16,2025-03-16,False,True,False,2025,high
Abraham Gaitan,Monsignor,Abraham,,Gaitan,Monsignor,Monsignor,1,us-ny-sunnyside-queen-of-angels-87b38dcf,Queen of Angels,1,Sunnyside,new_york,1,0,,,False,False,False,,high
Abraham Garcia,Fr.,Abraham,,Garcia,Priest,Priest,1,us-ca-long-beach-st-barnabas-catholic-church-98ecb4b1,St. Barnabas Catholic Church,1,Long Beach,california,1,1,2025-07-20,2025-07-20,False,True,False,2025,high
Abraham Gomez,,Abraham,,Gomez,PRIEST,PRIEST,1,us-il-chicago-our-lady-of-nazareth-parish-annunciata-7de55e17,Annunciata,1,Chicago,illinois,1,1,2023-07-02,2023-07-02,False,False,False,2023,high
Abraham Jacob,Father,Abraham,,Jacob,Priest,Priest,2,us-il-chicago-our-lady-of-the-rosary-parish-st-bartholomew-28daed96; us-il-chicago-st-pascal-church-our-lady-of-the-rosary-parish-1d2a4eb3,St Pascal Catholic Church (Our Lady Of The Rosary Parish); St. Bartholomew,1,Chicago,illinois,2,1,2023-09-17,2023-09-17,False,False,False,2023,high
Abraham Lotha,Rev.; Reverend,Abraham,,Lotha,Priest,Priest,4,us-nj-port-reading-st-anthony-of-padua-d350b4cc; us-nj-raritan-st-joseph-holy-trinity-parish-52ba5810; us-nj-spotswood-immaculate-conception-5fca1d27; us-nj-woodbridge-our-lady-of-mt-carmel-st-anthony-of-padua-parish-fefa5790,Immaculate Conception; Our Lady of Mt. Carmel (St. Anthony of Padua Parish); St. Anthony of Padua; St. Joseph (Holy Trinity Parish),4,Port Reading; Raritan; Spotswood; Woodbridge,new_jersey,4,2,2017-12-17,2024-12-29,False,False,True,2017; 2024,high
Abraham M. Alonzo,Fr.,Abraham,M.,Alonzo,Priest,Priest,1,us-ca-roseville-st-rose-of-lima-e1776ce3,St. Rose of Lima,1,Roseville,california,1,1,2023-07-30,2023-07-30,False,False,False,2023,high
Abraham Mathew,Rev.,Abraham,,Mathew,Priest,Priest,1,us-ny-jamaica-st-nicholas-of-tolentine-6ae19e06,St. Nicholas of Tolentine,1,Jamaica,new_york,1,0,,,False,False,False,,high
Abraham Matthew,Father,Abraham,,Matthew,Priest,Priest,3,us-pa-corry-church-of-st-elizabeth-450546bc; us-tn-elizabethton-st-elizabeth-83318d64; us-tn-elizabethton-st-elizabeths-roman-catholic-church-9cdf8f97,St Elizabeth's Roman Catholic Church; St. Elizabeth,2,Corry; Elizabethton,pennsylvania; tennessee,3,1,2026-02-01,2026-02-01,True,False,False,2026,high
Abraham Miller,Father; Fr.,Abraham,,Miller,Priest,Priest,2,us-in-munster-st-josaphat-ukrainian-bf11d45a; us-wa-seattle-our-lady-of-zarvanycia-ukrainian-6094135e,Carmelite Monastery (Ukrainian); Our Lady of Zarvanycia Ukrainian,2,Munster; Seattle,indiana; washington,2,1,2024-10-01,2024-10-01,False,False,True,2024,high
Abraham Orapangkal,Father,Abraham,,Orapangkal,Priest,Priest,2,us-nj-port-reading-st-anthony-of-padua-d350b4cc; us-nj-woodbridge-our-lady-of-mt-carmel-st-anthony-of-padua-parish-fefa5790,Our Lady of Mt. Carmel (St. Anthony of Padua Parish); St. Anthony of Padua,2,Port Reading; Woodbridge,new_jersey,2,0,,,False,False,False,,high
Abraham Orapankal,Fr.; Rev.; Reverend,Abraham,,Orapankal,Priest,Priest,5,us-nj-edison-our-lady-of-peace-3d9f0db2; us-nj-port-reading-st-anthony-of-padua-d350b4cc; us-nj-raritan-st-joseph-holy-trinity-parish-52ba5810; us-nj-spotswood-immaculate-conception-5fca1d27; us-nj-woodbridge-our-lady-of-mt-carmel-st-anthony-of-padua-parish-fefa5790,Immaculate Conception; Our Lady of Mt. Carmel (St. Anthony of Padua Parish); Our Lady of Peace; St. Anthony of Padua; St. Joseph (Holy Trinity Parish),5,Edison; Port Reading; Raritan; Spotswood; Woodbridge,new_jersey,5,3,2018-01-14,2026-02-22,True,True,False,2018; 2025; 2026,high
Abraham Valencia,Sr.,Abraham,,Valencia,Sister,Sister,1,us-ca-barstow-st-joseph-01f41bac,St. Joseph,1,Barstow,california,1,0,,,False,False,False,,high
Abram J. Ryan,Fr.,Abram,J.,Ryan,Priest,Priest,1,us-tx-garland-st-michael-4e9c5803,St. Michael the Archangel,1,Garland,texas,1,0,,,False,False,False,,high
Absalom Fernandez,Father; Fr.,Absalom,,Fernandez,Priest,Priest,3,us-il-chicago-old-st-marys-53d4e7ac; us-oh-columbus-st-peter-campus-saint-peter-saint-joan-of-arc-parish-770aaf06; us-oh-powell-st-joan-of-arc-0f433fde,Old Church of St. Mary; St. Joan of Arc; St. Peter,3,Chicago; Columbus; Powell,illinois; ohio,3,2,2024-07-14,2025-06-01,False,True,True,2024; 2025,high
Abundio Colazo,Fr.,Abundio,,Colazo,Priest,Priest,1,us-az-tucson-most-holy-trinity-d3927210,Most Holy Trinity Parish,1,Tucson,arizona,1,1,2023-06-18,2023-06-18,False,False,False,2023,high
Aby Pet,Fr.,Aby,,Pet,Priest,Priest,1,us-tn-tennessee-ridge-st-elizabeth-ann-seton-ee9dea7b,St Elizabeth Ann Seton Church,1,Tennessee Ridge,tennessee,1,1,2025-10-05,2025-10-05,False,True,False,2025,high
Aby Thampi,Fr.,Aby,,Thampi,Priest,Priest,2,us-ky-covington-cathedral-basilica-of-the-assumption-7b8c1519; us-ky-fort-thomas-st-catherine-of-siena-92c4aab4,Cathedral Basilica of the Assumption; St. Catherine of Siena Church,2,Covington; Fort Thomas,kentucky,2,1,2025-07-06,2025-07-06,False,True,False,2025,high
Accursio Ciaccio,Fr.,Accursio,,Ciaccio,Associate Pastor,Associate Pastor,1,us-co-broomfield-nativity-of-our-lord-f4804382,Nativity of Our Lord,1,Broomfield,colorado,1,1,2026-02-22,2026-02-22,True,False,False,2026,high
Ace Proce,Deacon,Ace,,Proce,Deacon,Deacon,1,us-ny-belle-harbor-st-francis-de-sales-955b1c90,St. Francis de Sales,1,Belle Harbor,new_york,1,0,,,False,False,False,,high
Achilles Hackenmueller,Fr.,Achilles,,Hackenmueller,Priest,Priest,1,us-wa-vancouver-st-john-the-evangelist-a1848663,St. John the Evangelist,1,Vancouver,washington,1,0,,,False,False,False,,high
Achilles Pot,Fr.,Achilles,,Pot,Priest,Priest,2,us-ca-dana-point-san-felipe-de-jesus-chapel-st-edward-the-confessor-parish-37f6f900; us-ca-dana-point-st-edward-the-confessor-9f23dc4d,San Felipe de Jesus Chapel (St. Edward the Confessor Parish); St. Edward the Confessor,1,Dana Point,california,2,0,,,False,False,False,,high
Ada Geraghty,Sr.,Ada,,Geraghty,Sister,Sister,1,us-ca-long-beach-st-barnabas-catholic-church-98ecb4b1,St. Barnabas Catholic Church,1,Long Beach,california,1,1,2025-07-20,2025-07-20,False,True,False,2025,high
Adaire Lassonde,Sr.,Adaire,,Lassonde,Sister,Sister,1,us-mn-saint-paul-st-matthew-9fc18869,St. Matthew,1,Saint Paul,minnesota,1,1,2025-09-07,2025-09-07,False,True,False,2025,high
Adalbert B. Blanco,Fr.,Adalbert,B.,Blanco,Priest,Priest,1,us-ca-long-beach-st-barnabas-catholic-church-98ecb4b1,St. Barnabas Catholic Church,1,Long Beach,california,1,1,2025-07-20,2025-07-20,False,True,False,2025,high
Adalbert Callahan,Fr.,Adalbert,,Callahan,Priest,Priest,1,us-ct-hartford-st-patrick-st-anthony-cfa86dc4,St. Patrick–St. Anthony,1,Hartford,connecticut,1,1,2023-06-01,2023-06-01,False,False,False,2023,high
Adalberto Eddie,Deacon,Adalberto,,Eddie,Deacon,Deacon,3,us-ny-far-rockaway-church-of-st-mary-star-of-the-sea-and-st-gertrude-dfb3c563; us-ny-far-rockaway-st-gertrude-st-mary-star-of-the-sea-st-gertrude-parish-981d03d7; us-ny-far-rockaway-st-mary-star-of-the-sea-st-mary-star-of-the-sea-st-gertrude-parish-71da06ec,St. Gertrude (St. Mary Star of the Sea & St. Gertrude Parish); St. Mary Star of the Sea [St. Mary Star of the Sea & St. Gertrude Parish]; St. Mary Star of the Sea and St. Gertrude,1,Far Rockaway,new_york,3,0,,,False,False,False,,high
Adalberto Santiago,Deacon,Adalberto,,Santiago,Deacon,Deacon,1,us-ma-amherst-newman-catholic-center-1e6e9f54,Newman Catholic Center,1,Amherst,massachusetts,1,0,,,False,False,False,,high
Adam Ahern,Fr.,Adam,,Ahern,Priest,Priest,4,us-in-milan-st-charles-borromeo-3fe36477; us-in-saint-meinrad-our-lady-of-monte-cassino-shrine-140fceea; us-in-saint-meinrad-saint-meinrad-archabbey-our-lady-of-einsiedeln-church-c5353a66; us-in-st-meinrad-archabbatial-church-of-our-lady-of-einsiedeln-758556c5,"Archabbatial Church of Our Lady of Einsiedeln; Our Lady of Monte Cassino Shrine; St. Charles Borromeo; St. Meinrad Archabbey, Our Lady of Einsiedeln Church",3,Milan; Saint Meinrad; St. Meinrad,indiana,4,1,2024-08-04,2024-08-04,False,False,True,2024,high
Adam Ascension,Deacon,Adam,,Ascension,Deacon,Deacon,1,us-ca-san-diego-ascension-931db441,Ascension,1,San Diego,california,1,0,,,False,False,False,,high
Adam Bradley,Fr.,Adam,,Bradley,Priest,Priest,1,us-wi-green-bay-st-philip-the-apostle-af392632,St. Philip the Apostle,1,Green Bay,wisconsin,1,0,,,False,False,False,,high
Adam C. Berning,Fr.,Adam,C.,Berning,Priest,Priest,3,us-oh-cincinnati-oratory-of-st-john-vianney-at-st-anthony-581e2ad8; us-oh-cincinnati-st-cecilia-d6257a2b; us-oh-hyde-park-st-mary-43662c3c,St. Anthony Parish; St. Cecilia; St. Mary,2,Cincinnati; Hyde Park,ohio,3,1,2025-07-20,2025-07-20,False,True,False,2025,high
Adam Cahill,Deacon,Adam,,Cahill,Deacon,Deacon,1,us-fl-pompano-beach-st-coleman-1ef97936,St. Coleman,1,Pompano Beach,florida,1,0,,,False,False,False,,high
Adam Carrico,Fr.,Adam,,Carrico,Priest,Priest,2,us-ky-lebanon-junction-st-benedict-3f448d9a; us-ky-shepherdsville-st-aloysius-a6001a0c,St. Aloysius; St. Benedict,2,Lebanon Junction; Shepherdsville,kentucky,2,0,,,False,False,False,,high
Adam Cichoski,Father; Fr.,Adam,,Cichoski,Priest,Priest; director,3,us-nj-camden-immaculate-conception-fb5c7927; us-nj-runnemede-st-maria-goretti-holy-child-parish-c9319541; us-nj-runnemede-st-teresa-of-the-infant-jesus-holy-child-parish-28341c1c,Cathedral of the Immaculate Conception; St. Maria Goretti; St. Teresa Of The Infant Jesus Roman Catholic Church,2,Camden; Runnemede,new_jersey,3,1,2026-02-22,2026-02-22,True,False,False,2026,high
Adam Coombs,,Adam,,Coombs,Pastor,Pastor,2,us-ny-rome-sacred-heart-parishes-st-john-the-baptist-church-d5c1a74c; us-ny-rome-st-peter-0a252c39,Catholic Church of St. John the Baptist; St. Mary–St. Peter,1,Rome,new_york,2,1,2024-12-12,2024-12-12,False,False,True,2024,high
Adam Craw,Deacon,Adam,,Craw,Deacon,Deacon,1,us-ca-auburn-st-teresa-of-avila-83ac3494,St. Teresa of Avila,1,Auburn,california,1,1,2022-09-04,2022-09-04,False,False,False,2022,high
Adam Crawford,Deacon,Adam,,Crawford,Deacon,Deacon,1,us-ca-auburn-st-teresa-of-avila-83ac3494,St. Teresa of Avila,1,Auburn,california,1,1,2022-09-18,2022-09-18,False,False,False,2022,high
Adam Crowe,Deacon,Adam,,Crowe,Deacon,Deacon,12,us-ny-altona-holy-angels-6f415247; us-ny-altona-holy-angels-catholic-church-9ddddd32; us-ny-blue-mountain-lake-st-paul-a5411f6c; us-ny-champlain-st-marys-church-280cf7a7; us-ny-harrisville-st-francis-solanus-48e97661; us-ny-heuvelton-st-raphael-d7f4f65b; us-ny-hopkinton-holy-cross-ae7d22c5; us-ny-indian-lake-st-mary-4938528d; us-ny-keeseville-immaculate-conception-f1fb003a; us-ny-mooers-church-of-st-joseph-174bdc98; us-ny-st-regis-falls-church-of-st-ann-164dc673; us-ny-west-chazy-st-joseph-02687357,Holy Angels; Holy Angels Catholic Church; Holy Cross; Immaculate Conception; St. Ann; St. Francis Solanus; St. Joseph; St. Mary; St. Paul; St. Raphael,11,Altona; Blue Mountain Lake; Champlain; Harrisville; Heuvelton; Hopkinton; Indian Lake; Keeseville; Mooers; St. Regis Falls; West Chazy,new_york,12,0,,,False,False,False,,high
